Metric,Value
Total Trades,10
Total PnL,-120553
Win Rate,50.0%
Win Count,5
Loss Count,5
Avg Win,107617
Avg Loss,-131727
Profit Factor,0.82
Max Single Win,145357
Max Single Loss,-174672
Max Consecutive Wins,3
Max Consecutive Losses,4
Max Drawdown,591251
Avg Holding Duration,0h40m03s
Avg Return%,-0.12%
