Metric,Value
Total Trades,11
Total PnL,496523
Win Rate,72.7%
Win Count,8
Loss Count,3
Avg Win,101835
Avg Loss,-106052
Profit Factor,2.56
Max Single Win,170455
Max Single Loss,-158730
Max Consecutive Wins,4
Max Consecutive Losses,2
Max Drawdown,183022
Avg Holding Duration,0h54m00s
Avg Return%,0.45%
