Metric,Value
Total Trades,3
Total PnL,-400375
Win Rate,0.0%
Win Count,0
Loss Count,3
Avg Win,0
Avg Loss,-133458
Profit Factor,0.00
Max Single Win,-108571
Max Single Loss,-155440
Max Consecutive Wins,0
Max Consecutive Losses,3
Max Drawdown,400375
Avg Holding Duration,0h10m51s
Avg Return%,-1.33%
