Metric,Value
Total Trades,7
Total PnL,248169
Win Rate,85.7%
Win Count,6
Loss Count,1
Avg Win,63978
Avg Loss,-135699
Profit Factor,2.83
Max Single Win,105932
Max Single Loss,-135699
Max Consecutive Wins,3
Max Consecutive Losses,1
Max Drawdown,135699
Avg Holding Duration,1h15m29s
Avg Return%,0.35%
