Metric,Value
Total Trades,7
Total PnL,-154129
Win Rate,42.9%
Win Count,3
Loss Count,4
Avg Win,101255
Avg Loss,-114474
Profit Factor,0.66
Max Single Win,146341
Max Single Loss,-144928
Max Consecutive Wins,3
Max Consecutive Losses,4
Max Drawdown,457896
Avg Holding Duration,0h28m34s
Avg Return%,-0.22%
