Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,3189      ,92952522558         ,2400000        ,-2.59606e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,41666.7        ,ABF(G3/M1/R1)
leave     ,3189      ,102214619918        ,2365000        ,-1.01842e+07   ,-145833        ,-              ,-              ,stopLoss       ,0              
