Metric,Value
Total Trades,8
Total PnL,-14706
Win Rate,50.0%
Win Count,4
Loss Count,4
Avg Win,128151
Avg Loss,-131827
Profit Factor,0.97
Max Single Win,206897
Max Single Loss,-146520
Max Consecutive Wins,2
Max Consecutive Losses,2
Max Drawdown,280994
Avg Holding Duration,0h46m33s
Avg Return%,-0.02%
