Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol
3037,SignalA,StrongGroup,09:21:32,09:35:16,stopLoss,-112266,-1.12%,0h13m44s,ABF,1,1,1,
2495,SignalA,StrongGroup,09:31:08,09:35:30,takeProfit,90498,0.90%,0h04m22s,網路通訊,9,1,2,
3693,SignalA,StrongGroup,09:33:18,09:35:40,stopLoss,-134048,-1.34%,0h02m22s,機殼,16,1,1,
3037,SignalA,StrongGroup,09:37:27,09:41:27,takeProfit,62370,0.62%,0h04m00s,ABF,1,1,1,
3167,SignalA,StrongGroup,09:39:12,10:05:33,takeProfit,152838,1.53%,0h26m21s,鑽孔,7,1,2,
3491,SignalA,StrongGroup,09:49:56,10:25:09,stopLoss,-146520,-1.47%,0h35m13s,低軌衛星,1,1,3,
3491,SignalA,StrongGroup,10:42:34,11:36:46,stopLoss,-134474,-1.34%,0h54m12s,低軌衛星,1,1,3,
5347,SignalA,StrongGroup,09:27:45,13:20:02,timeExit,206897,2.07%,3h52m17s,專業IC代工,1,1,1,
