Metric,Value
Total Trades,4
Total PnL,-543164
Win Rate,0.0%
Win Count,0
Loss Count,4
Avg Win,0
Avg Loss,-135791
Profit Factor,0.00
Max Single Win,-128134
Max Single Loss,-144928
Max Consecutive Wins,0
Max Consecutive Losses,4
Max Drawdown,543164
Avg Holding Duration,0h51m52s
Avg Return%,-1.36%
