Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,3532      ,92019047207         ,1470000        ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,68027.2        ,矽晶圓指標(G1/M1/R1)
leave     ,3532      ,92618607983         ,1450000        ,-136054        ,-136054        ,-              ,-              ,stopLoss       ,0              
enter     ,5234      ,93631957202         ,3795000        ,-1.01361e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,26350.5        ,電子化工材料(G7/M1/R1)
leave     ,5234      ,100545657136        ,3740000        ,-280982        ,-144928        ,-              ,-              ,stopLoss       ,0              
enter     ,2301      ,110856985199        ,1795000        ,-1.0281e+07    ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,55710.3        ,電供(G10/M1/R2)
leave     ,2301      ,111121483337        ,1800000        ,-8.27541e+06   ,-7.99443e+06   ,-              ,-              ,takeProfit     ,44568.2        
enter     ,3037      ,111819322483        ,3730000        ,-1.82754e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,26809.7        ,ABF(G1/M1/R1)
leave     ,3037      ,123821968689        ,3680000        ,-8.40946e+06   ,-134048        ,-              ,-              ,stopLoss       ,0              
leave     ,2301      ,124109590588        ,1765000        ,-543164        ,-128134        ,-              ,-              ,stopLoss       ,0              
