Metric,Value
Total Trades,3
Total PnL,357271
Win Rate,66.7%
Win Count,2
Loss Count,1
Avg Win,178635
Avg Loss,0
Profit Factor,0.00
Max Single Win,240175
Max Single Loss,0
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,0
Avg Holding Duration,0h28m14s
Avg Return%,1.19%
