Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol
2606,SignalA,StrongGroup,09:43:57,10:03:20,stopLoss,-145867,-1.46%,0h19m23s,海運,1,1,1,
3030,SignalA,StrongGroup,12:32:21,13:20:00,timeExit,-29240,-0.29%,0h47m39s,PCB 設備,12,1,1,
