Metric,Value
Total Trades,6
Total PnL,-166144
Win Rate,50.0%
Win Count,3
Loss Count,3
Avg Win,102682
Avg Loss,-158064
Profit Factor,0.65
Max Single Win,116414
Max Single Loss,-173160
Max Consecutive Wins,2
Max Consecutive Losses,2
Max Drawdown,301031
Avg Holding Duration,0h16m06s
Avg Return%,-0.28%
