Metric,Value
Total Trades,12
Total PnL,809593
Win Rate,75.0%
Win Count,9
Loss Count,3
Avg Win,143197
Avg Loss,-159728
Profit Factor,2.69
Max Single Win,247734
Max Single Loss,-181818
Max Consecutive Wins,4
Max Consecutive Losses,1
Max Drawdown,181818
Avg Holding Duration,0h36m47s
Avg Return%,0.67%
