Metric,Value
Total Trades,5
Total PnL,-92259
Win Rate,40.0%
Win Count,2
Loss Count,3
Avg Win,98971
Avg Loss,-96734
Profit Factor,0.68
Max Single Win,129450
Max Single Loss,-139335
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,149097
Avg Holding Duration,1h21m20s
Avg Return%,-0.18%
