Metric,Value
Total Trades,4
Total PnL,-509185
Win Rate,0.0%
Win Count,0
Loss Count,4
Avg Win,0
Avg Loss,-127296
Profit Factor,0.00
Max Single Win,-64965
Max Single Loss,-148270
Max Consecutive Wins,0
Max Consecutive Losses,4
Max Drawdown,509185
Avg Holding Duration,0h36m58s
Avg Return%,-1.27%
