Metric,Value
Total Trades,7
Total PnL,-872911
Win Rate,0.0%
Win Count,0
Loss Count,7
Avg Win,0
Avg Loss,-124702
Profit Factor,0.00
Max Single Win,-42553
Max Single Loss,-167015
Max Consecutive Wins,0
Max Consecutive Losses,7
Max Drawdown,872911
Avg Holding Duration,0h34m15s
Avg Return%,-1.25%
