Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,4989      ,92119688573         ,562000         ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,177936         ,PCB上游(G4/M2/R2)
leave     ,4989      ,92956219442         ,554000         ,-1.01423e+07   ,-142349        ,-              ,-              ,stopLoss       ,0              
