Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,2449      ,110819847587        ,2675000        ,-2.05679e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,37383.2        ,IC封測(G3/M1/R3)
leave     ,2449      ,132000066695        ,2680000        ,-711427        ,0              ,-              ,-              ,timeExit       ,0              
