Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
3376,SignalA,StrongGroup,09:34:51,09:48:39,stopLoss,-93023,-0.93%,0h13m48s,軸承,6,2,2,6805,215.00,214.12,218.00,213.50,-1.166,0.75,1607078275,0,0,1,0,-1.097
6510,SignalA,StrongGroup,09:31:09,09:53:45,stopLoss,-167464,-1.67%,0h22m36s,探針卡,7,1,1,,4180.00,4143.19,4245.00,4000.00,-1.166,1.19,2248836750,0,0,1,0,-1.097
5340,SignalA,StrongGroup,09:42:21,10:00:02,stopLoss,-125000,-1.25%,0h17m41s,玻纖布,13,1,1,,120.00,119.37,124.50,114.00,-1.166,2.29,1025443315,1,0,1,0,-1.097
1815,SignalA,StrongGroup,09:42:20,10:01:12,stopLoss,-140987,-1.41%,0h18m52s,玻纖布,14,2,2,5340,99.30,98.49,101.00,97.00,-1.166,1.33,9060304390,0,0,1,0,-1.097
6805,SignalA,StrongGroup,09:43:15,10:02:32,stopLoss,-191083,-1.91%,0h19m17s,軸承,8,1,1,,1570.00,1551.69,1590.00,1525.00,-1.166,1.39,3278366000,0,0,1,0,-1.097
3663,SignalA,StrongGroup,09:30:35,10:16:04,stopLoss,27975,0.28%,0h45m29s,FOPLP,2,2,2,3535,65.20,64.56,65.90,62.10,-1.166,1.85,301493390,1,0,1,0,-1.097
6584,SignalA,StrongGroup,09:40:09,10:16:58,stopLoss,-140449,-1.40%,0h36m49s,滑軌,3,1,1,,356.00,352.97,365.00,339.50,-1.166,11.87,288314975,1,0,1,0,-1.097
3406,SignalA,StrongGroup,09:36:39,10:30:26,stopLoss,-105932,-1.06%,0h53m47s,光學鏡頭指標,15,2,2,2374,472.00,469.51,474.00,466.50,-1.166,0.89,404764200,0,0,1,0,-1.097
5309,SignalA,StrongGroup,10:24:38,10:30:34,stopLoss,-142450,-1.42%,0h05m56s,車用電子,8,1,1,,70.20,69.58,71.00,65.90,-1.166,2.84,944624890,0,0,1,0,-1.097
4919,SignalA,StrongGroup,09:34:29,10:57:16,stopLoss,-163399,-1.63%,1h22m47s,車用電子,9,2,2,5309,61.20,60.58,61.20,59.50,-1.166,0.44,390011090,0,0,1,0,-1.097
8261,SignalA,StrongGroup,10:43:00,11:04:02,stopLoss,-148620,-1.49%,0h21m02s,二極體,4,1,1,,94.20,93.38,96.40,89.80,-1.166,1.29,219678675,0,0,1,0,-1.097
2481,SignalA,StrongGroup,10:42:54,13:20:00,timeExit,299800,3.00%,2h37m06s,二極體,4,2,2,8261,90.10,89.27,92.00,88.50,-1.166,0.48,2869895565,0,0,1,0,-1.097
6244,SignalA,StrongGroup,09:30:53,13:20:15,lockedLimitUp,340665,3.41%,3h49m22s,太陽能,11,1,1,,28.55,28.45,29.45,26.95,-1.166,5.62,455809942,1,0,1,1,-1.097
8210,SignalA,StrongGroup,09:48:29,13:20:45,lockedLimitUp,320000,3.20%,3h32m16s,機殼,8,1,1,,1050.00,1041.75,1075.00,988.00,-1.166,3.05,2092147750,0,0,1,0,-1.097
