Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
3081,SignalA,StrongGroup,09:35:27,09:42:31,stopLoss,-156250,-1.56%,0h07m04s,CPO,4,2,2,3234,1600.00,1587.27,1610.00,1485.00,1.463,2.40,3484209100,1,0,1,2,1.928
3167,SignalA,StrongGroup,09:41:49,09:43:20,stopLoss,-126183,-1.26%,0h01m31s,鑽孔,9,1,1,,317.00,315.13,322.50,294.00,1.463,1.44,1306697125,0,0,1,0,1.928
5340,SignalA,StrongGroup,09:31:33,09:45:31,stopLoss,-81633,-0.82%,0h13m58s,玻纖布,9,1,1,,122.50,122.23,126.00,115.00,1.463,3.13,818670375,0,0,1,0,1.928
2357,SignalA,StrongGroup,09:38:23,13:20:00,lockedLimitUp,138889,1.39%,3h41m37s,筆記型電腦,9,1,1,,576.00,569.81,580.00,531.00,1.463,4.14,2153503425,0,0,1,0,1.928
2409,SignalA,StrongGroup,09:41:02,13:20:00,timeExit,248440,2.48%,3h38m58s,TFT 面板,16,2,2,3481,16.35,16.21,16.45,15.70,1.463,1.03,4054645522,0,0,1,0,1.928
2353,SignalA,StrongGroup,09:51:50,13:20:00,timeExit,91241,0.91%,3h28m10s,筆記型電腦,10,2,2,2357,27.40,27.13,27.40,26.60,1.463,0.59,1167988720,0,0,1,0,1.928
3481,SignalA,StrongGroup,09:33:05,13:20:00,lockedLimitUp,303673,3.04%,3h46m55s,TFT 面板,14,1,1,,29.40,29.13,29.65,27.55,1.463,2.05,16310152580,0,0,1,0,1.928
6584,SignalA,StrongGroup,09:36:00,13:20:01,timeExit,329115,3.29%,3h44m01s,滑軌,15,2,2,2059,373.00,369.31,380.00,359.00,1.463,0.97,672830075,0,0,1,0,1.928
4749,SignalA,StrongGroup,09:34:45,13:20:01,timeExit,92879,0.93%,3h45m16s,電子化工材料,15,2,2,4764,969.00,963.47,979.00,920.00,1.463,1.58,2053385750,0,0,1,1,1.928
6443,SignalA,StrongGroup,10:49:28,13:20:08,lockedLimitUp,194932,1.95%,2h30m40s,太陽能,16,2,2,3576,51.30,50.67,52.00,47.60,1.463,1.07,5821612257,0,0,1,1,1.928
6739,SignalA,StrongGroup,09:46:00,13:20:58,timeExit,284802,2.85%,3h34m58s,設備儀器商,7,2,2,2360,983.00,975.84,988.00,935.00,1.463,1.22,582097150,0,0,1,1,1.928
4989,SignalA,StrongGroup,09:31:58,13:21:27,lockedLimitUp,385879,3.86%,3h49m29s,CCL,4,2,2,8039,67.70,67.53,70.00,64.30,1.463,1.44,1534598935,0,0,1,2,1.928
