Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
5309,SignalA,StrongGroup,09:37:41,09:44:11,stopLoss,-101302,-1.01%,0h06m30s,車用電子,15,1,1,,69.10,68.77,69.70,68.30,0.684,0.80,797788930,0,0,1,1,1.027
4770,SignalA,StrongGroup,09:35:17,09:50:43,stopLoss,-139442,-1.39%,0h15m26s,電子化工材料,7,2,2,1717,251.00,248.77,252.00,240.00,0.684,1.31,231674475,0,0,1,1,1.027
2404,SignalA,StrongGroup,09:35:38,09:52:21,stopLoss,-124352,-1.24%,0h16m43s,廠務,9,2,2,6139,965.00,958.79,972.00,940.00,0.684,0.85,4578651300,0,0,1,0,1.027
3037,SignalA,StrongGroup,09:48:41,09:53:32,stopLoss,-109589,-1.10%,0h04m51s,ABF,16,1,1,,365.00,362.94,370.00,354.00,0.684,0.97,13217296550,0,0,1,0,1.027
6285,SignalA,StrongGroup,09:47:19,10:00:02,stopLoss,-147493,-1.47%,0h12m43s,低軌衛星,18,2,2,2485,169.50,167.95,173.50,160.00,0.684,1.80,2603219075,0,0,1,0,1.027
3017,SignalA,StrongGroup,09:35:00,10:06:50,stopLoss,-136519,-1.37%,0h31m50s,散熱,18,2,2,8996,1465.00,1455.95,1470.00,1420.00,0.684,1.22,7242790000,0,0,1,0,1.027
3680,SignalA,StrongGroup,09:35:03,10:07:20,stopLoss,-141612,-1.42%,0h32m17s,半導體設備,11,2,2,3131,459.00,455.00,460.00,442.00,0.684,1.09,1347458000,0,0,1,0,1.027
6265,SignalA,StrongGroup,10:07:59,11:13:53,stopLoss,6263,0.06%,1h05m54s,記憶體,2,2,2,2344,47.90,47.59,48.80,44.40,0.684,1.57,598777937,0,0,1,2,1.027
6125,SignalA,StrongGroup,09:40:12,11:17:21,stopLoss,-181113,-1.81%,1h37m09s,設備儀器商,6,2,2,6739,77.30,76.35,78.60,72.90,0.684,3.57,295548200,0,0,1,0,1.027
4768,SignalA,StrongGroup,09:34:20,11:50:55,stopLoss,-97205,-0.97%,2h16m35s,特化,8,2,2,1717,411.50,409.92,415.50,397.00,0.684,0.92,732022850,0,0,1,1,1.027
8422,SignalA,StrongGroup,10:55:37,13:00:44,stopLoss,-74074,-0.74%,2h05m07s,回收焚化相關指標,15,2,2,7610,40.50,40.41,41.30,39.85,0.684,0.42,5854981275,0,0,1,0,1.027
1605,SignalA,StrongGroup,09:42:55,13:20:00,timeExit,277706,2.78%,3h37m05s,不鏽鋼,15,1,1,,41.85,41.70,42.60,40.60,0.684,1.01,6728369367,0,0,1,0,1.027
6805,SignalA,StrongGroup,10:07:31,13:20:00,timeExit,33670,0.34%,3h12m29s,軸承,9,1,1,,1485.00,1469.15,1505.00,1420.00,0.684,1.76,3067288000,0,0,1,0,1.027
3189,SignalA,StrongGroup,09:40:51,13:20:02,timeExit,336561,3.37%,3h39m11s,ABF,16,2,2,3037,235.50,234.09,242.00,228.50,0.684,1.63,7429130850,1,0,1,0,1.027
6139,SignalA,StrongGroup,09:32:54,13:20:04,timeExit,225694,2.26%,3h47m10s,廠務,14,1,1,,576.00,570.61,580.00,545.00,0.684,1.99,3231822350,0,0,1,0,1.027
6903,SignalA,StrongGroup,10:14:22,13:20:08,timeExit,174745,1.75%,3h05m46s,廠務,6,2,2,6139,274.00,271.37,278.00,263.00,0.684,0.47,570929575,0,0,1,0,1.027
