Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
8074,SignalA,StrongGroup,09:36:25,09:40:59,stopLoss,-101180,-1.01%,0h04m34s,鑽孔,3,2,2,5498,59.30,59.06,60.50,58.00,1.557,0.63,1138991367,0,0,1,0,1.062
2301,SignalA,StrongGroup,09:52:10,10:15:33,stopLoss,-88496,-0.88%,0h23m23s,電供,9,2,2,2308,169.50,169.06,172.00,165.00,1.557,2.82,2672437875,0,0,1,0,1.062
3376,SignalA,StrongGroup,09:37:40,10:19:46,stopLoss,-89286,-0.89%,0h42m06s,軸承,6,1,1,,224.00,223.16,226.50,215.00,1.557,1.23,964872150,0,0,1,0,1.062
2441,SignalA,StrongGroup,10:30:13,10:34:49,stopLoss,-128713,-1.29%,0h04m36s,記憶體封測,5,1,1,,101.00,100.29,105.50,96.20,1.557,2.30,1468900185,0,0,1,0,1.062
6510,SignalA,StrongGroup,10:13:09,10:46:41,stopLoss,-202840,-2.03%,0h33m32s,探針卡,10,1,1,,2465.00,2436.43,2490.00,2375.00,1.557,1.03,1565852500,0,0,1,0,1.062
8110,SignalA,StrongGroup,09:45:13,11:10:39,stopLoss,-122100,-1.22%,1h25m26s,記憶體封測,8,1,1,,81.90,81.34,82.50,79.70,1.557,1.01,3326734512,0,0,1,0,1.062
1519,SignalA,StrongGroup,10:08:56,13:20:00,timeExit,246716,2.47%,3h11m04s,重電,8,2,2,1514,947.00,940.33,959.00,907.00,1.557,2.94,3772283350,0,0,1,0,1.062
2329,SignalA,StrongGroup,09:45:56,13:20:00,timeExit,168860,1.69%,3h34m04s,記憶體封測,7,2,2,8110,61.40,60.75,61.80,59.90,1.557,0.65,1670884375,0,0,1,0,1.062
6223,SignalA,StrongGroup,10:29:53,13:20:00,timeExit,-21692,-0.22%,2h50m07s,探針卡,9,2,2,6510,2305.00,2286.44,2315.00,2230.00,1.557,1.21,3027695750,0,0,1,0,1.062
2374,SignalA,StrongGroup,09:38:16,13:20:00,timeExit,-24184,-0.24%,3h41m44s,光學鏡頭指標,8,1,1,,82.70,82.12,83.30,79.30,1.557,5.94,416459665,0,0,1,0,1.062
1301,SignalA,StrongGroup,10:00:04,13:20:00,timeExit,-57870,-0.58%,3h19m56s,塑膠,7,2,2,1303,43.20,42.91,43.35,42.60,1.557,1.71,983664387,0,0,1,0,1.062
5347,SignalA,StrongGroup,09:33:33,13:20:13,lockedLimitUp,485019,4.85%,3h46m40s,晶圓代工,4,1,1,,131.50,130.45,134.00,127.00,1.557,2.20,3151450470,0,0,1,0,1.062
