Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
8110,SignalA,StrongGroup,09:34:41,09:53:16,stopLoss,-171607,-1.72%,0h18m35s,記憶體封測,11,1,1,,64.10,63.40,64.70,61.30,1.619,0.55,4071908755,0,0,1,0,0.972
2369,SignalA,StrongGroup,09:43:30,09:54:10,stopLoss,-129870,-1.30%,0h10m40s,IC封測,18,1,1,,26.95,26.74,27.35,25.25,1.619,0.88,648484545,0,0,1,0,0.972
2455,SignalA,StrongGroup,09:43:03,10:46:25,stopLoss,-106667,-1.07%,1h03m22s,砷化鎵,5,1,1,,187.50,186.55,190.00,180.00,1.619,1.34,3173020125,0,0,1,1,0.972
2308,SignalA,StrongGroup,10:05:23,11:12:53,stopLoss,-220588,-2.21%,1h07m30s,電供,12,1,1,,1360.00,1341.52,1380.00,1260.00,1.619,2.12,14565320000,0,0,1,0,0.972
3481,SignalA,StrongGroup,11:51:23,11:55:26,stopLoss,-127660,-1.28%,0h04m03s,TFT 面板,17,1,1,,23.50,23.34,24.00,21.95,1.619,1.12,10574311367,0,0,1,0,0.972
5309,SignalA,StrongGroup,10:33:00,11:57:03,stopLoss,-131004,-1.31%,1h24m03s,車用電子,19,2,2,4919,68.70,68.24,69.70,64.70,1.619,0.94,1155834195,0,0,1,1,0.972
6239,SignalA,StrongGroup,09:34:09,13:09:19,stopLoss,-119284,-1.19%,3h35m10s,記憶體封測,11,2,2,8110,251.50,250.03,254.00,243.00,1.619,0.70,4375081850,0,0,1,0,0.972
8086,SignalA,StrongGroup,09:45:00,13:13:40,stopLoss,-130435,-1.30%,3h28m40s,砷化鎵,5,2,2,2455,115.00,114.11,115.00,111.00,1.619,0.43,565113650,0,0,1,1,0.972
3374,SignalA,StrongGroup,09:35:04,13:20:01,timeExit,-53763,-0.54%,3h44m57s,IC封測,19,2,2,2369,186.00,184.80,188.00,176.00,1.619,2.63,1318119100,0,0,1,0,0.972
6116,SignalA,StrongGroup,09:37:41,13:20:01,timeExit,-34286,-0.34%,3h42m20s,TFT 面板,11,2,2,3481,8.75,8.66,8.78,8.49,1.619,1.01,267476723,0,0,1,0,0.972
4722,SignalA,StrongGroup,09:37:19,13:20:03,timeExit,27933,0.28%,3h42m44s,電子化工材料,15,2,2,4764,179.00,178.29,184.00,170.00,1.619,4.89,245542475,0,0,1,1,0.972
6282,SignalA,StrongGroup,09:38:44,13:20:03,timeExit,90090,0.90%,3h41m19s,電供,12,2,2,2308,49.95,49.49,50.20,48.00,1.619,0.38,4424296737,0,0,1,0,0.972
8074,SignalA,StrongGroup,09:37:19,13:20:21,timeExit,-15267,-0.15%,3h43m02s,鑽孔,3,2,2,8021,65.50,65.14,66.70,61.20,1.619,0.63,666543300,0,0,1,0,0.972
8043,SignalA,StrongGroup,09:39:29,13:20:34,timeExit,-40214,-0.40%,3h41m05s,被動元件,2,2,2,3236,74.60,74.04,74.90,69.00,1.619,0.43,786055425,0,0,1,5,0.972
7769,SignalA,StrongGroup,10:45:26,13:20:44,timeExit,22753,0.23%,2h35m18s,設備儀器商,16,2,2,2360,4395.00,4366.48,4460.00,4345.00,1.619,1.68,3189070750,0,0,1,2,0.972
