Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
8299,SignalA,StrongGroup,09:51:31,09:55:04,stopLoss,-134529,-1.35%,0h03m33s,記憶體,5,1,1,,1115.00,1107.74,1130.00,1070.00,1.135,1.94,3001913750,0,0,1,0,0.972
1301,SignalA,StrongGroup,09:43:51,09:56:49,stopLoss,-113636,-1.14%,0h12m58s,塑膠,6,2,2,1303,44.00,43.74,44.30,43.45,1.135,3.14,416954695,0,0,1,0,0.972
8046,SignalA,StrongGroup,09:52:05,10:31:12,stopLoss,-165138,-1.65%,0h39m07s,ABF,3,1,1,,272.50,269.75,273.00,262.00,1.135,3.00,1103079250,0,0,1,0,0.972
3231,SignalA,StrongGroup,09:35:46,10:31:54,stopLoss,-136519,-1.37%,0h56m08s,ODM,6,2,2,2317,146.50,145.57,147.00,143.00,1.135,3.96,1927117375,0,0,1,0,0.972
2317,SignalA,StrongGroup,09:35:59,10:53:49,stopLoss,-152174,-1.52%,1h17m50s,ODM,6,1,1,,230.00,227.88,230.00,222.00,1.135,3.54,6080116175,0,0,1,0,0.972
3189,SignalA,StrongGroup,09:51:55,10:59:52,stopLoss,-137457,-1.37%,1h07m57s,ABF,3,2,2,8046,145.50,144.40,146.00,141.00,1.135,1.90,754220125,0,0,1,0,0.972
3017,SignalA,StrongGroup,10:14:33,13:20:00,timeExit,-36765,-0.37%,3h05m27s,散熱,5,1,1,,1360.00,1347.07,1365.00,1315.00,1.135,1.70,4019385750,0,0,1,0,0.972
1303,SignalA,StrongGroup,09:40:13,13:20:00,timeExit,104948,1.05%,3h39m47s,玻纖布,8,1,1,,66.70,66.04,67.60,64.40,1.135,4.07,3607426875,0,0,1,0,0.972
6805,SignalA,StrongGroup,11:35:29,13:20:05,timeExit,-31348,-0.31%,1h44m36s,散熱,5,2,2,8996,1595.00,1587.83,1635.00,1550.00,1.135,2.54,1271253000,0,0,1,0,0.972
3324,SignalA,StrongGroup,09:36:22,13:20:10,timeExit,-66079,-0.66%,3h43m48s,散熱,8,1,1,,908.00,900.51,908.00,881.00,1.135,2.44,1233095400,0,0,1,0,0.972
6669,SignalA,StrongGroup,10:29:51,13:20:20,timeExit,10870,0.11%,2h50m29s,ODM,6,2,2,2317,4600.00,4563.32,4650.00,4480.00,1.135,1.86,2891183250,0,0,1,0,0.972
8996,SignalA,StrongGroup,11:34:51,13:20:27,timeExit,71942,0.72%,1h45m36s,散熱,6,1,1,,556.00,550.12,568.00,532.00,1.135,5.09,742716725,0,0,1,0,0.972
7769,SignalA,StrongGroup,09:49:59,13:20:29,timeExit,280535,2.81%,3h30m30s,設備儀器商,4,1,1,,2990.00,2962.10,3000.00,2890.00,1.135,2.82,1444765000,0,0,1,0,0.972
