Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
3583,SignalA,StrongGroup,09:38:57,09:50:10,stopLoss,-116732,-1.17%,0h11m13s,半導體設備,17,1,1,,385.50,382.92,389.00,371.50,-1.407,3.57,482431325,0,0,1,0,-1.598
6456,SignalA,StrongGroup,09:36:18,09:51:34,stopLoss,-92450,-0.92%,0h15m16s,光電,18,2,2,6116,64.90,64.72,66.60,63.20,-1.407,3.02,382673415,1,1,1,1,-1.598
2337,SignalA,StrongGroup,09:49:32,09:51:40,stopLoss,-140845,-1.41%,0h02m08s,記憶體,14,2,2,6265,106.50,105.73,109.00,99.70,-1.407,1.39,19872217595,1,0,1,2,-1.598
6805,SignalA,StrongGroup,09:37:09,09:56:47,stopLoss,-183246,-1.83%,0h19m38s,軸承,15,2,2,1582,1910.00,1885.88,1910.00,1865.00,-1.407,0.81,3696834250,0,0,1,0,-1.598
6265,SignalA,StrongGroup,09:56:34,09:58:41,stopLoss,-121951,-1.22%,0h02m07s,記憶體,15,1,1,,41.00,40.75,41.50,37.75,-1.407,3.24,300954290,0,0,1,0,-1.598
3023,SignalA,StrongGroup,09:42:25,10:06:11,stopLoss,-167015,-1.67%,0h23m46s,連接線材,17,2,2,6715,239.50,237.26,240.00,231.50,-1.407,1.00,413403950,0,0,1,0,-1.598
3324,SignalA,StrongGroup,09:52:24,10:07:04,stopLoss,-184332,-1.84%,0h14m40s,散熱,15,2,2,8996,1085.00,1072.54,1100.00,1030.00,-1.407,1.48,6171180450,1,0,1,0,-1.598
1582,SignalA,StrongGroup,09:45:18,10:37:44,stopLoss,-153677,-1.54%,0h52m26s,軸承,15,1,1,,91.10,90.16,91.80,87.50,-1.407,2.46,404664620,0,0,1,0,-1.598
6715,SignalA,StrongGroup,09:40:37,11:21:21,stopLoss,-180921,-1.81%,1h40m44s,連接線材,18,1,1,,304.00,300.75,310.00,282.00,-1.407,4.92,215793775,1,0,1,0,-1.598
6510,SignalA,StrongGroup,10:10:03,13:20:24,timeExit,304852,3.05%,3h10m21s,探針卡,1,2,2,6223,3895.00,3870.25,3930.00,3750.00,-1.407,1.70,2507020500,0,0,1,3,-1.598
