Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
1815,SignalA,StrongGroup,09:32:32,09:32:40,stopLoss,-88496,-0.88%,0h00m08s,玻纖布,9,1,1,,113.00,112.73,114.50,106.00,0.711,1.41,9054169025,1,0,1,1,0.775
3661,SignalA,StrongGroup,09:36:42,10:05:26,stopLoss,-143885,-1.44%,0h28m44s,設計IP,12,2,2,3529,3475.00,3446.86,3495.00,3330.00,0.711,1.68,6564736250,0,1,1,0,0.775
6443,SignalA,StrongGroup,09:47:54,10:23:46,stopLoss,-143541,-1.44%,0h35m52s,太陽能,8,2,2,6244,41.80,41.42,42.20,39.45,0.711,0.69,4613981480,0,0,1,2,0.775
3264,SignalA,StrongGroup,09:59:26,10:39:51,stopLoss,-97403,-0.97%,0h40m25s,IC封測,18,2,2,3711,154.00,153.48,155.00,149.00,0.711,0.41,2678945700,0,0,1,0,0.775
6488,SignalA,StrongGroup,09:32:36,13:20:00,timeExit,124858,1.25%,3h47m24s,矽晶圓指標,19,1,1,,440.50,437.20,440.50,425.00,0.711,0.53,3052232175,0,0,1,0,0.775
5234,SignalA,StrongGroup,11:36:22,13:20:00,timeExit,184971,1.85%,1h43m38s,電子化工材料,13,1,1,,432.50,429.45,443.00,409.50,0.711,1.91,452625800,0,0,1,1,0.775
2303,SignalA,StrongGroup,12:52:07,13:20:00,timeExit,-14620,-0.15%,0h27m53s,晶圓代工,7,1,1,,68.40,67.69,69.50,63.90,0.711,0.65,17064575535,0,0,1,0,0.775
2308,SignalA,StrongGroup,09:46:11,13:20:00,timeExit,110294,1.10%,3h33m49s,電供,12,1,1,,1360.00,1349.71,1360.00,1305.00,0.711,0.66,15544529250,0,0,1,1,0.775
6239,SignalA,StrongGroup,10:15:20,13:20:00,timeExit,-115385,-1.15%,3h04m40s,記憶體封測,19,1,1,,260.00,257.48,263.00,249.00,0.711,0.78,4318885725,0,0,1,0,0.775
6282,SignalA,StrongGroup,11:35:42,13:20:03,timeExit,-19157,-0.19%,1h44m21s,電供,18,2,2,2308,52.20,51.83,52.70,50.50,0.711,0.49,4008678372,0,0,1,1,0.775
8086,SignalA,StrongGroup,09:34:12,13:20:03,timeExit,270628,2.71%,3h45m51s,砷化鎵,2,2,2,3105,119.50,118.36,119.50,114.50,0.711,0.90,568672225,0,0,1,1,0.775
5347,SignalA,StrongGroup,09:40:36,13:20:03,lockedLimitUp,370000,3.70%,3h39m27s,晶圓代工,7,2,2,2303,132.00,130.39,133.50,125.00,0.711,0.79,6346619850,0,0,1,0,0.775
8358,SignalA,StrongGroup,09:35:21,13:20:06,lockedLimitUp,358754,3.59%,3h44m45s,CCL,10,2,2,6213,289.00,286.35,291.00,273.50,0.711,9.01,2234234150,0,0,1,1,0.775
