Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
6223,SignalA,StrongGroup,09:31:47,09:34:58,stopLoss,-156600,-1.57%,0h03m11s,探針卡,8,1,1,,2235.00,2211.88,2240.00,2155.00,-0.286,1.93,2579483000,0,0,1,0,-0.501
5340,SignalA,StrongGroup,09:31:14,09:42:06,stopLoss,-181311,-1.81%,0h10m52s,玻纖布,3,2,2,1303,71.70,70.83,72.40,68.00,-0.286,2.41,527709510,0,0,1,0,-0.501
1303,SignalA,StrongGroup,09:35:03,09:42:48,stopLoss,-87977,-0.88%,0h07m45s,玻纖布,1,1,1,,68.20,67.95,69.50,64.70,-0.286,5.50,4342233700,1,0,1,0,-0.501
1802,SignalA,StrongGroup,09:47:21,09:52:34,stopLoss,-121294,-1.21%,0h05m13s,玻纖布,3,2,2,1303,37.10,36.86,37.80,35.35,-0.286,2.47,3154429625,0,0,1,0,-0.501
3060,SignalA,StrongGroup,09:42:59,09:52:41,stopLoss,-142487,-1.42%,0h09m42s,記憶體,8,1,1,,38.60,38.27,39.90,36.35,-0.286,3.19,628033900,1,0,1,0,-0.501
4989,SignalA,StrongGroup,09:49:48,10:16:26,stopLoss,-155945,-1.56%,0h26m38s,CCL,12,2,2,6274,51.30,50.80,51.80,49.85,-0.286,0.68,1051881160,0,0,1,0,-0.501
8021,SignalA,StrongGroup,09:57:05,10:19:19,stopLoss,-193705,-1.94%,0h22m14s,鑽孔,1,2,2,8074,206.50,204.02,209.50,193.00,-0.286,0.87,6368212475,0,0,1,1,-0.501
2451,SignalA,StrongGroup,10:08:35,10:39:00,stopLoss,-177165,-1.77%,0h30m25s,記憶體,11,1,1,,254.00,250.87,261.00,238.00,-0.286,3.98,2047045525,1,0,1,0,-0.501
2404,SignalA,StrongGroup,11:02:11,11:49:23,stopLoss,-97087,-0.97%,0h47m12s,廠務,5,2,2,6691,1030.00,1026.37,1060.00,1000.00,-0.286,1.15,4414013050,0,0,1,0,-0.501
8086,SignalA,StrongGroup,10:32:39,12:07:22,stopLoss,-135747,-1.36%,1h34m43s,砷化鎵,4,2,2,3105,110.50,109.58,112.00,109.00,-0.286,0.87,313750205,0,0,1,0,-0.501
