Metric,Value
Total Trades,6
Total PnL,-391370
Win Rate,33.3%
Win Count,2
Loss Count,4
Avg Win,124436
Avg Loss,-160060
Profit Factor,0.39
Max Single Win,127660
Max Single Loss,-192878
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,512582
Avg Holding Duration,0h32m32s
Avg Return%,-0.65%
