Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,1727      ,104212720209        ,462000         ,-1.01423e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,216450         ,電子化工材料(G2/M1/R2)
leave     ,1727      ,110749887950        ,455500         ,-283041        ,-140693        ,-              ,-              ,stopLoss       ,0              
