Metric,Value
Total Trades,1
Total PnL,-221998
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-221998
Profit Factor,0.00
Max Single Win,-221998
Max Single Loss,-221998
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,221998
Avg Holding Duration,0h10m45s
Avg Return%,-2.22%
