Metric,Value
Total Trades,3
Total PnL,-93127
Win Rate,33.3%
Win Count,1
Loss Count,2
Avg Win,272953
Avg Loss,-183040
Profit Factor,0.75
Max Single Win,272953
Max Single Loss,-221987
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,366080
Avg Holding Duration,1h23m02s
Avg Return%,-0.31%
