Metric,Value
Total Trades,1
Total PnL,-187891
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-187891
Profit Factor,0.00
Max Single Win,-187891
Max Single Loss,-187891
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,187891
Avg Holding Duration,0h23m13s
Avg Return%,-1.88%
