Metric,Value
Total Trades,2
Total PnL,248588
Win Rate,50.0%
Win Count,1
Loss Count,1
Avg Win,427692
Avg Loss,-179104
Profit Factor,2.39
Max Single Win,427692
Max Single Loss,-179104
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,179104
Avg Holding Duration,2h10m15s
Avg Return%,1.24%
