Metric,Value
Total Trades,1
Total PnL,-160085
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-160085
Profit Factor,0.00
Max Single Win,-160085
Max Single Loss,-160085
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,160085
Avg Holding Duration,4h13m07s
Avg Return%,-1.60%
