Metric,Value
Total Trades,2
Total PnL,218871
Win Rate,50.0%
Win Count,1
Loss Count,1
Avg Win,373776
Avg Loss,-154905
Profit Factor,2.41
Max Single Win,373776
Max Single Loss,-154905
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,154905
Avg Holding Duration,2h03m36s
Avg Return%,1.09%
