Metric,Value
Total Trades,3
Total PnL,-601974
Win Rate,0.0%
Win Count,0
Loss Count,3
Avg Win,0
Avg Loss,-200658
Profit Factor,0.00
Max Single Win,-181311
Max Single Loss,-215385
Max Consecutive Wins,0
Max Consecutive Losses,3
Max Drawdown,601974
Avg Holding Duration,0h12m13s
Avg Return%,-2.01%
