Metric,Value
Total Trades,1
Total PnL,-19210
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-19210
Profit Factor,0.00
Max Single Win,-19210
Max Single Loss,-19210
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,19210
Avg Holding Duration,0h21m17s
Avg Return%,-0.19%
