Metric,Value
Total Trades,1
Total PnL,-223752
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-223752
Profit Factor,0.00
Max Single Win,-223752
Max Single Loss,-223752
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,223752
Avg Holding Duration,0h07m48s
Avg Return%,-2.24%
