Metric,Value
Total Trades,3
Total PnL,482021
Win Rate,66.7%
Win Count,2
Loss Count,1
Avg Win,342021
Avg Loss,-202020
Profit Factor,3.39
Max Single Win,380274
Max Single Loss,-202020
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,202020
Avg Holding Duration,2h47m37s
Avg Return%,1.61%
