Metric,Value
Total Trades,3
Total PnL,187377
Win Rate,66.7%
Win Count,2
Loss Count,1
Avg Win,171008
Avg Loss,-154639
Profit Factor,2.21
Max Single Win,329709
Max Single Loss,-154639
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,154639
Avg Holding Duration,2h18m37s
Avg Return%,0.62%
