Metric,Value
Total Trades,2
Total PnL,87713
Win Rate,50.0%
Win Count,1
Loss Count,1
Avg Win,244528
Avg Loss,-156815
Profit Factor,1.56
Max Single Win,244528
Max Single Loss,-156815
Max Consecutive Wins,1
Max Consecutive Losses,1
Max Drawdown,156815
Avg Holding Duration,2h08m51s
Avg Return%,0.44%
