Metric,Value
Total Trades,2
Total PnL,-211256
Win Rate,0.0%
Win Count,0
Loss Count,2
Avg Win,0
Avg Loss,-105628
Profit Factor,0.00
Max Single Win,-22180
Max Single Loss,-189076
Max Consecutive Wins,0
Max Consecutive Losses,2
Max Drawdown,211256
Avg Holding Duration,0h49m01s
Avg Return%,-1.06%
