Metric,Value
Total Trades,1
Total PnL,-174346
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-174346
Profit Factor,0.00
Max Single Win,-174346
Max Single Loss,-174346
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,174346
Avg Holding Duration,0h01m45s
Avg Return%,-1.74%
