Metric,Value
Total Trades,3
Total PnL,472825
Win Rate,66.7%
Win Count,2
Loss Count,1
Avg Win,326828
Avg Loss,-180832
Profit Factor,3.61
Max Single Win,370696
Max Single Loss,-180832
Max Consecutive Wins,2
Max Consecutive Losses,1
Max Drawdown,180832
Avg Holding Duration,2h41m15s
Avg Return%,1.58%
