Metric,Value
Total Trades,6
Total PnL,990240
Win Rate,66.7%
Win Count,4
Loss Count,2
Avg Win,327492
Avg Loss,-159865
Profit Factor,4.10
Max Single Win,388775
Max Single Loss,-165289
Max Consecutive Wins,4
Max Consecutive Losses,2
Max Drawdown,319729
Avg Holding Duration,2h51m15s
Avg Return%,1.65%
