Metric,Value
Total Trades,3
Total PnL,-155144
Win Rate,33.3%
Win Count,1
Loss Count,2
Avg Win,310644
Avg Loss,-232894
Profit Factor,0.67
Max Single Win,310644
Max Single Loss,-259366
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,465788
Avg Holding Duration,1h26m35s
Avg Return%,-0.52%
