Metric,Value
Total Trades,3
Total PnL,908019
Win Rate,100.0%
Win Count,3
Loss Count,0
Avg Win,302673
Avg Loss,0
Profit Factor,0.00
Max Single Win,374296
Max Single Loss,250000
Max Consecutive Wins,3
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,4h06m19s
Avg Return%,3.03%
