Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,8021      ,91237843135         ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,46296.3        
leave     ,8021      ,91252289667         ,-7.99074e+06   ,-7.99074e+06   ,-              ,-              ,takeProfit     ,37037          
leave     ,8021      ,91314362327         ,-5.97685e+06   ,-5.97685e+06   ,-              ,-              ,takeProfit     ,27777.8        
enter     ,3363      ,91403767868         ,-1.59769e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,20470.8        
leave     ,8021      ,91513352129         ,-1.39583e+07   ,-3.95833e+06   ,-              ,-              ,takeProfit     ,18518.5        
leave     ,8021      ,91514475582         ,-1.19352e+07   ,-1.93519e+06   ,-              ,-              ,takeProfit     ,9259.26        
leave     ,8021      ,91514520484         ,-9.90741e+06   ,92592.6        ,-              ,-              ,takeProfit     ,0              
enter     ,1727      ,92041897579         ,-1.99074e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,220507         
leave     ,3363      ,92130488314         ,-1.78624e+07   ,-7.95496e+06   ,-              ,-              ,takeProfit     ,16376.7        
leave     ,3363      ,92132230885         ,-1.58153e+07   ,-5.90788e+06   ,-              ,-              ,takeProfit     ,12282.5        
leave     ,3363      ,92132265216         ,-1.37641e+07   ,-3.8567e+06    ,-              ,-              ,takeProfit     ,8188.33        
enter     ,3167      ,92255220238         ,-2.37641e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,34782.6        
enter     ,2885      ,92315447587         ,-3.37641e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,213220         
leave     ,2885      ,92346417967         ,-3.17598e+07   ,-7.99574e+06   ,-              ,-              ,takeProfit     ,170576         
leave     ,1727      ,92448053565         ,-2.97378e+07   ,-7.97795e+06   ,-              ,-              ,takeProfit     ,176406         
enter     ,1303      ,92506100332         ,-3.97378e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,121951         
leave     ,2885      ,92532934883         ,-3.77314e+07   ,-5.98934e+06   ,-              ,-              ,takeProfit     ,127932         
leave     ,3167      ,92601664167         ,-2.78531e+07   ,-121739        ,-              ,-              ,stopLoss       ,0              
leave     ,1303      ,92646776167         ,-2.58336e+07   ,-7.98049e+06   ,-              ,-              ,takeProfit     ,97561          
leave     ,1303      ,92655033640         ,-2.38117e+07   ,-5.95854e+06   ,-              ,-              ,takeProfit     ,73170.7        
leave     ,1303      ,92701863114         ,-2.17873e+07   ,-3.93415e+06   ,-              ,-              ,takeProfit     ,48780.5        
leave     ,2885      ,92741379741         ,-1.97788e+07   ,-3.98081e+06   ,-              ,-              ,takeProfit     ,85287.8        
enter     ,6176      ,93004921218         ,-2.97788e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,74074.1        
leave     ,1727      ,93020270039         ,-2.77545e+07   ,-5.95369e+06   ,-              ,-              ,takeProfit     ,132304         
leave     ,1727      ,93020467565         ,-2.5728e+07    ,-3.92723e+06   ,-              ,-              ,takeProfit     ,88202.9        
leave     ,2885      ,93123714854         ,-2.37174e+07   ,-1.97015e+06   ,-              ,-              ,takeProfit     ,42643.9        
leave     ,2885      ,93136599234         ,-2.17046e+07   ,42643.9        ,-              ,-              ,takeProfit     ,0              
enter     ,3167      ,93318745174         ,-3.17046e+07   ,-1.01217e+07   ,SignalA        ,StrongGroup    ,-              ,34843.2        
leave     ,1727      ,93325324033         ,-2.96759e+07   ,-1.89857e+06   ,-              ,-              ,takeProfit     ,44101.4        
leave     ,1727      ,93328450475         ,-2.7645e+07    ,132304         ,-              ,-              ,takeProfit     ,0              
leave     ,3167      ,93506248571         ,-2.56137e+07   ,-8.09038e+06   ,-              ,-              ,takeProfit     ,27874.6        
leave     ,3167      ,93604709434         ,-1.75998e+07   ,-76443         ,-              ,-              ,bailout        ,0              
enter     ,4722      ,93831598060         ,-2.75998e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,55710.3        
leave     ,1303      ,93854601095         ,-2.36193e+07   ,46341.5        ,-              ,-              ,bailout        ,0              
enter     ,2485      ,94203204739         ,-3.36193e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,259067         
enter     ,2313      ,94512937749         ,-4.36193e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,49751.2        
leave     ,2485      ,95508131685         ,-3.37099e+07   ,-90673.6       ,-              ,-              ,stopLoss       ,0              
enter     ,2455      ,95927222112         ,-4.37099e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,53050.4        
