Metric,Value
Total Trades,1
Total PnL,-157480
Win Rate,0.0%
Win Count,0
Loss Count,1
Avg Win,0
Avg Loss,-157480
Profit Factor,0.00
Max Single Win,-157480
Max Single Loss,-157480
Max Consecutive Wins,0
Max Consecutive Losses,1
Max Drawdown,157480
Avg Holding Duration,0h01m19s
Avg Return%,-1.57%
