Metric,Value
Total Trades,7
Total PnL,-111690
Win Rate,42.9%
Win Count,3
Loss Count,4
Avg Win,152366
Avg Loss,-142197
Profit Factor,0.80
Max Single Win,227488
Max Single Loss,-148368
Max Consecutive Wins,1
Max Consecutive Losses,3
Max Drawdown,472117
Avg Holding Duration,0h41m09s
Avg Return%,-0.16%
