Metric,Value
Total Trades,6
Total PnL,336412
Win Rate,83.3%
Win Count,5
Loss Count,1
Avg Win,107282
Avg Loss,-200000
Profit Factor,2.68
Max Single Win,198511
Max Single Loss,-200000
Max Consecutive Wins,5
Max Consecutive Losses,1
Max Drawdown,200000
Avg Holding Duration,0h23m57s
Avg Return%,0.56%
