Metric,Value
Total Trades,2
Total PnL,486618
Win Rate,100.0%
Win Count,2
Loss Count,0
Avg Win,243309
Avg Loss,0
Profit Factor,0.00
Max Single Win,279823
Max Single Loss,206795
Max Consecutive Wins,2
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,1h02m29s
Avg Return%,2.43%
