Metric,Value
Total Trades,3
Total PnL,-192709
Win Rate,33.3%
Win Count,1
Loss Count,2
Avg Win,122117
Avg Loss,-157413
Profit Factor,0.39
Max Single Win,122117
Max Single Loss,-163934
Max Consecutive Wins,1
Max Consecutive Losses,2
Max Drawdown,314826
Avg Holding Duration,0h16m58s
Avg Return%,-0.64%
