Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,3533      ,95451027620         ,15250000       ,-9.87788e+06   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,6557.38        ,連接器(G10/M1/R1)
leave     ,3533      ,101524911089        ,15000000       ,-41817.7       ,-163934        ,-              ,-              ,stopLoss       ,0              
