Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,2464      ,110943430033        ,729000         ,-1.00418e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,137174         ,設備儀器商(G7/M1/R2)
leave     ,2464      ,112632857119        ,719000         ,-192709        ,-150892        ,-              ,-              ,stopLoss       ,0              
