Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,3167      ,93318745174         ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,34843.2        
leave     ,3167      ,93506248571         ,-7.96864e+06   ,-7.96864e+06   ,-              ,-              ,takeProfit     ,27874.6        
leave     ,3167      ,93526599104         ,101045         ,101045         ,-              ,-              ,bailout        ,0              
enter     ,2485      ,94203204739         ,-9.89895e+06   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,259067         
leave     ,2485      ,95508131685         ,10371.7        ,-90673.6       ,-              ,-              ,stopLoss       ,0              
enter     ,2455      ,95927222112         ,-9.98963e+06   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,53050.4        
leave     ,2455      ,101655201717        ,-95729.1       ,-106101        ,-              ,-              ,stopLoss       ,0              
enter     ,2308      ,101835409273        ,-1.00957e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,7407.41        
enter     ,8299      ,102046020248        ,-2.00957e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,5000           
leave     ,8299      ,110126126477        ,-1.01957e+07   ,-100000        ,-              ,-              ,stopLoss       ,0              
leave     ,2308      ,111132726099        ,-306840        ,-111111        ,-              ,-              ,stopLoss       ,0              
