Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank
4989,SignalA,StrongGroup,09:22:00,09:28:39,stopLoss,-149254,-1.49%,0h06m39s,PCB上游,2,1,3
8086,SignalA,StrongGroup,09:41:26,09:56:28,takeProfit,85837,0.86%,0h15m02s,砷化鎵,1,2,2
3016,SignalA,StrongGroup,10:32:54,10:38:04,takeProfit,238854,2.39%,0h05m10s,矽晶圓指標,9,1,1
6182,SignalA,StrongGroup,09:41:43,11:04:30,stopLoss,-137157,-1.37%,1h22m47s,矽晶圓指標,9,1,1
3016,SignalA,StrongGroup,11:25:38,12:22:44,takeProfit,284360,2.84%,0h57m06s,矽晶圓指標,8,1,1
6223,SignalA,StrongGroup,09:58:08,13:20:00,timeExit,115226,1.15%,3h21m52s,探針卡,1,2,4
2303,SignalA,StrongGroup,11:21:08,13:20:00,timeExit,179372,1.79%,1h58m52s,專業IC代工,4,1,1
