Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank
4989,SignalA,StrongGroup,09:23:59,09:43:54,takeProfit,281065,2.81%,0h19m55s,CCL,18,1,1
3037,SignalA,StrongGroup,09:50:32,10:14:09,stopLoss,-141557,-1.42%,0h23m37s,ABF,5,1,1
3701,SignalA,StrongGroup,11:18:34,11:45:21,takeProfit,295082,2.95%,0h26m47s,CPO,2,1,6
