Metric,Value
Total Trades,2
Total PnL,116185
Win Rate,100.0%
Win Count,2
Loss Count,0
Avg Win,58093
Avg Loss,0
Profit Factor,0.00
Max Single Win,93458
Max Single Loss,22727
Max Consecutive Wins,2
Max Consecutive Losses,0
Max Drawdown,0
Avg Holding Duration,0h47m56s
Avg Return%,0.58%
