Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,2467      ,92856411359         ,2595000        ,-2e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,38535.6        ,半導體設備(G12/M1/R1)
leave     ,2467      ,101659177360        ,2560000        ,-283277        ,-134875        ,-              ,-              ,stopLoss       ,0              
