Action    ,Symbol    ,Time                ,Price          ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   ,GroupInfo
enter     ,5347      ,102849184458        ,1510000        ,-1.02833e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,66225.2        ,專業IC代工(G1/M1/R1)
leave     ,5347      ,111257935270        ,1485000        ,-448839        ,-165563        ,-              ,-              ,stopLoss       ,0              
