Metric,Value
Total Trades,3
Total PnL,-448839
Win Rate,0.0%
Win Count,0
Loss Count,3
Avg Win,0
Avg Loss,-149613
Profit Factor,0.00
Max Single Win,-134875
Max Single Loss,-165563
Max Consecutive Wins,0
Max Consecutive Losses,3
Max Drawdown,448839
Avg Holding Duration,0h35m28s
Avg Return%,-1.50%
