Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,1727      ,92041897579         ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,220507         
enter     ,3374      ,92053323870         ,-2e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,53763.4        
enter     ,3167      ,92255220238         ,-3e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,34782.6        
enter     ,2885      ,92315447587         ,-4e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,213220         
leave     ,2885      ,92346417967         ,-3.79957e+07   ,-7.99574e+06   ,-              ,-              ,takeProfit     ,170576         
enter     ,2455      ,92354684436         ,-4.79957e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,53475.9        
leave     ,2455      ,92411032298         ,-4.59904e+07   ,-7.99465e+06   ,-              ,-              ,takeProfit     ,42780.7        
leave     ,1727      ,92448053565         ,-4.39683e+07   ,-7.97795e+06   ,-              ,-              ,takeProfit     ,176406         
enter     ,6727      ,92501133339         ,-5.39683e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,49505          
enter     ,1303      ,92506100332         ,-6.39683e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,121951         
leave     ,3374      ,92508320282         ,-6.19522e+07   ,-7.98387e+06   ,-              ,-              ,takeProfit     ,43010.8        
leave     ,2885      ,92532934883         ,-5.99458e+07   ,-5.98934e+06   ,-              ,-              ,takeProfit     ,127932         
leave     ,3167      ,92601664167         ,-5.00676e+07   ,-121739        ,-              ,-              ,stopLoss       ,0              
leave     ,1303      ,92646776167         ,-4.8048e+07    ,-7.98049e+06   ,-              ,-              ,takeProfit     ,97561          
leave     ,1303      ,92655033640         ,-4.60261e+07   ,-5.95854e+06   ,-              ,-              ,takeProfit     ,73170.7        
enter     ,3363      ,92658945020         ,-5.60261e+07   ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,20040.1        
leave     ,1303      ,92701863114         ,-5.40017e+07   ,-3.93415e+06   ,-              ,-              ,takeProfit     ,48780.5        
leave     ,2885      ,92741379741         ,-5.19932e+07   ,-3.98081e+06   ,-              ,-              ,takeProfit     ,85287.8        
enter     ,2609      ,92834345958         ,-6.19932e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,180505         
leave     ,2455      ,92844243915         ,-5.99825e+07   ,-5.98396e+06   ,-              ,-              ,takeProfit     ,32085.6        
leave     ,3374      ,92857825361         ,-5.19825e+07   ,16129          ,-              ,-              ,bailout        ,0              
leave     ,2455      ,92947108340         ,-4.99664e+07   ,-3.96791e+06   ,-              ,-              ,takeProfit     ,21390.4        
leave     ,2455      ,93003549793         ,-4.7945e+07    ,-1.94652e+06   ,-              ,-              ,takeProfit     ,10695.2        
enter     ,6176      ,93004921218         ,-5.7945e+07    ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,74074.1        
leave     ,2455      ,93011688011         ,-5.59183e+07   ,80213.9        ,-              ,-              ,takeProfit     ,0              
leave     ,1727      ,93020270039         ,-5.3894e+07    ,-5.95369e+06   ,-              ,-              ,takeProfit     ,132304         
leave     ,1727      ,93020467565         ,-5.18676e+07   ,-3.92723e+06   ,-              ,-              ,takeProfit     ,88202.9        
enter     ,8021      ,93112520787         ,-6.18676e+07   ,-1e+07         ,SignalB        ,StrongGroup    ,-              ,45454.5        
leave     ,6727      ,93117714157         ,-5.19913e+07   ,-123762        ,-              ,-              ,stopLoss       ,0              
leave     ,8021      ,93119541733         ,-4.99913e+07   ,-8e+06         ,-              ,-              ,takeProfit     ,36363.6        
leave     ,2885      ,93123714854         ,-4.79807e+07   ,-1.97015e+06   ,-              ,-              ,takeProfit     ,42643.9        
leave     ,8021      ,93123736280         ,-4.59761e+07   ,-5.99545e+06   ,-              ,-              ,takeProfit     ,27272.7        
leave     ,2885      ,93136599234         ,-4.39633e+07   ,42643.9        ,-              ,-              ,takeProfit     ,0              
enter     ,3167      ,93318745174         ,-5.39633e+07   ,-1.01217e+07   ,SignalA        ,StrongGroup    ,-              ,34843.2        
leave     ,1727      ,93325324033         ,-5.19347e+07   ,-1.89857e+06   ,-              ,-              ,takeProfit     ,44101.4        
leave     ,1727      ,93328450475         ,-4.99038e+07   ,132304         ,-              ,-              ,takeProfit     ,0              
